Market_Cap,Percent24,Name,Price,Percent7d,Volume,Circulating_Supply,Percent1,Symbol
-17.49%,Moeda Loyalty...,$2.94,-9.56%,"$4,221,800",1.93%,"$57,622,367","19,628,888",MDA
0.22%,Aeron,$4.43,239.04%,"$21,480,000",4.74%,"$57,575,570","13,000,000",ARN
44.71%,Linda,$0.009548,436.55%,"$6,982,070",4.31%,"$57,319,065","6,003,429,666",LINDA
-6.44%,SunContract,$0.521758,142.50%,"$2,856,280",-1.56%,"$56,982,241","109,212,011",SNC
-11.78%,Numeraire,$43.83,18.53%,"$2,969,570",2.11%,"$56,815,740","1,296,166",NMR
-22.57%,AirToken,$0.054061,54.10%,"$508,785",2.80%,"$56,763,945","1,050,000,000",AIR
-3.20%,FairCoin,$1.06,-5.17%,"$126,202",3.51%,"$56,290,244","53,193,831",FAIR
-2.88%,BLUE,$1.66,156.23%,"$488,469",1.61%,"$55,682,081","33,509,711",BLUE
258.59%,RussiaCoin,$6.60,1417.40%,"$2,013,890",9.00%,"$55,285,332","8,377,873",RC
-11.11%,ION,$2.91,-13.25%,"$455,100",4.24%,"$55,142,956","18,938,926",ION
-11.73%,Rivetz,$2.09,27.40%,"$140,633",3.46%,"$54,749,372","26,244,468",RVT
-13.72%,Neumark,$1.90,-10.69%,"$801,991",2.11%,"$54,360,740","28,662,055",NEU
-2.21%,Expanse,$6.87,21.64%,"$1,635,370",3.65%,"$54,300,341","7,906,397",EXP
3.60%,Bitcore,$23.06,-13.82%,"$2,099,050",3.74%,"$53,262,619","2,309,490",BTX
14.78%,DubaiCoin,$28.45,186.15%,"$3,102,510",4.88%,"$52,543,727","1,846,601",DBIX
-17.03%,Publica,$2.83,34.03%,"$1,061,110",-7.20%,"$52,535,623","18,582,933",PBL
5.22%,Lykke,$0.197616,-6.22%,"$96,790",2.98%,"$52,485,299","265,592,354",LKK
-9.63%,Stox,$1.23,17.31%,"$2,314,900",0.85%,"$52,228,277","42,368,665",STX
5.16%,NeosCoin,$14.18,10.25%,"$2,322,480",1.19%,"$51,757,686","3,649,714",NEOS
-20.47%,Elixir,$1.67,76.10%,"$1,557,500",-7.25%,"$51,590,705","30,856,054",ELIX
-4.40%,WhiteCoin,$0.206108,-6.70%,"$2,705,900",3.18%,"$51,244,584","248,629,769",XWC
-21.04%,Mysterium,$2.63,37.56%,"$5,097,030",0.76%,"$51,040,824","19,429,024",MYST
0.40%,NuShares,$0.018243,44.64%,"$116,030",-11.99%,"$50,671,771","2,777,600,756",NSR
2.66%,MonetaryUnit,$0.414281,-10.76%,"$1,418,070",2.79%,"$50,585,112","122,103,385",MUE
-17.30%,Blocktix,$1.25,-27.67%,"$3,332,190",2.54%,"$50,022,400","40,000,000",TIX
-5.86%,Verify,$4.14,156.13%,"$799,430",7.87%,"$49,732,477","12,000,617",CRED
-22.41%,Peerplays,$12.55,-19.18%,"$10,381",3.49%,"$49,541,235","3,948,830",PPY
-12.45%,Bean Cash,$0.021455,9.35%,"$1,697,880",1.51%,"$49,534,129","2,308,756,000",BITB
-1.56%,Phore,$6.00,32.81%,"$617,454",5.87%,"$48,883,215","8,147,922",PHR
-12.09%,Omni,$87.15,-6.87%,"$1,067,540",2.51%,"$48,843,488","560,425",OMNI
-8.85%,Golos,$0.390068,6.83%,"$192,995",3.49%,"$48,570,835","124,518,891",GOLOS
-18.08%,Flixxo,$0.665162,104.87%,"$1,076,200",3.70%,"$47,930,104","72,057,791",FLIXX
-7.63%,Bodhi,$1.20,12.22%,"$2,453,580",-25.09%,"$47,901,600","40,000,000",BOT
21.36%,Bismuth,$6.79,54.33%,"$600,438",5.23%,"$47,209,674","6,949,856",BIS
7.14%,Rubycoin,$1.86,22.19%,"$3,627,870",4.49%,"$46,821,674","25,183,910",RBY
-22.59%,LoMoCoin,$0.208862,-6.07%,"$1,997,640",-4.05%,"$46,689,092","223,540,383",LMC
-8.92%,Credo,$0.084325,113.37%,"$31,934",2.63%,"$46,369,838","549,891,703",CREDO
30.29%,InvestFeed,$0.240448,32.11%,"$585,549",4.74%,"$46,017,240","191,381,257",IFT
-8.82%,Divi,$8.91,105.81%,"$282,320",-3.29%,"$45,819,715","5,143,007",DIVX
-2.40%,DecentBet,$0.493087,-5.83%,"$165,996",2.19%,"$45,675,958","92,632,656",DBET
3.94%,Hedge,$12.18,118.64%,"$281,665",11.77%,"$45,171,592","3,709,674",HDG
-8.92%,Obsidian,$1.78,176.20%,"$880,695",10.69%,"$44,526,500","25,000,000",ODN
-7.31%,Blackmoon Crypto,$2.10,105.64%,"$5,131,030",3.61%,"$43,768,546","20,882,538",BMC
-1.89%,ALIS,$1.13,1.00%,"$490,606",7.44%,"$43,689,724","38,538,648",ALIS
-5.22%,OAX,$1.72,32.79%,"$2,922,980",1.55%,"$43,052,173","25,009,250",OAX
-7.81%,Change,$1.16,73.09%,"$23,663,700",3.24%,"$43,025,203","37,109,887",CAG
-5.60%,ATBCoin,$1.07,129.01%,"$5,825,620",2.88%,"$42,924,603","40,254,520",ATB
-9.28%,Databits,$1.82,10.14%,"$678,075",-1.81%,"$41,499,964","22,747,809",DTB
1.44%,FlorinCoin,$0.291822,25.20%,"$5,427,550",1.14%,"$41,205,088","141,199,387",FLO
-3.62%,Incent,$0.893022,3.52%,"$1,163,410",2.45%,"$41,093,838","46,016,602",INCNT
-4.31%,FedoraCoin,$0.000092,20.30%,"$61,508",2.29%,"$40,981,933","443,168,182,458",TIPS
1.99%,Patientory,$0.584874,-11.47%,"$4,758,370",5.60%,"$40,941,180","70,000,000",PTOY
-0.61%,Solaris,$44.23,-1.41%,"$760,432",0.46%,"$40,587,592","917,738",XLR
-13.30%,Rialto,$0.402968,2.09%,"$90,619",3.13%,"$40,296,800","100,000,000",XRL
-7.87%,OKCash,$0.545260,-19.50%,"$2,675,840",1.59%,"$40,142,375","73,620,611",OK
43.64%,Boolberry,$3.62,86.36%,"$8,576",3.49%,"$39,488,136","10,910,525",BBR
-43.27%,Ecobit,$0.088027,116.14%,"$14,625",-13.10%,"$39,123,244",*,ECOB
51.49%,BitSend,$2.18,56.59%,"$12,613,300",15.45%,"$38,840,371","17,810,475",BSD
-9.16%,Nexium,$0.575723,-26.87%,"$914,822",2.90%,"$38,298,007","66,521,586",NXC
-20.56%,Musicoin,$0.069470,17.31%,"$4,689,000",-1.59%,"$38,068,733","547,986,520",MUSIC
-10.39%,Mercury Protocol,$0.223525,229.93%,"$165,317",4.71%,"$37,733,171","168,809,625",GMT
-6.55%,KickCoin,$0.117344,30.33%,"$1,234,380",1.94%,"$37,683,592","321,137,782",KICK
-4.73%,Open Trading ...,$10.26,8.45%,"$126,900",3.00%,"$36,858,530","3,592,379",OTN
-10.86%,FoldingCoin,$0.065572,3.01%,"$1,176,580",1.07%,"$36,645,051","558,851,270",FLDC
64.58%,AudioCoin,$0.043175,232.65%,"$2,275,960",10.29%,"$36,509,460","845,613,797",ADC
70.37%,Pandacoin,$0.001117,634.79%,"$1,732,980",1.03%,"$36,325,665","32,514,916,898",PND
-22.81%,Autonio,$0.539418,561.00%,"$181,388",5.78%,"$35,508,881","65,828,135",NIO
-19.15%,E-coin,$7.17,-8.97%,"$4,200",2.88%,"$35,470,065","4,944,686",ECN
-36.91%,HEAT,$1.12,-32.97%,"$93,412",1.08%,"$35,326,303",*,HEAT
1.24%,Ormeus Coin,$2.06,9.94%,"$721,367",3.48%,"$35,112,417","17,029,321",ORME
-2.85%,EarthCoin,$0.003010,218.75%,"$999,335",1.49%,"$35,033,186","11,640,440,316",EAC
0.97%,SportyFi,$0.698257,236.77%,"$791,641",6.01%,"$34,967,500","50,078,266",SPF
-23.41%,Mintcoin,$0.001395,64.60%,"$1,708,210",6.97%,"$34,800,181","24,947,260,808",MINT
7.51%,Paragon,$0.535264,-27.40%,"$153,338",6.81%,"$34,758,244","64,936,638",PRG
6.46%,Polybius,$8.99,-4.32%,"$966,240",-1.46%,"$34,334,363","3,820,954",PLBT
-37.34%,BCAP,$3.37,-15.72%,"$2,835",2.63%,"$33,730,300","10,000,000",BCAP
-7.21%,PoSW Coin,$0.755085,-19.95%,"$392,842",4.01%,"$33,299,249","44,100,000",POSW
-13.18%,Global Curren...,$0.319535,-31.01%,"$865,137",0.87%,"$33,104,315","103,601,532",GCR
-1.05%,Soarcoin,$0.042609,35.38%,"$91,655",3.50%,"$33,044,162","775,517,078",SOAR
2.72%,Stealthcoin,$1.18,-21.51%,"$216,917",4.56%,"$32,948,517","27,829,079",XST
-25.36%,Upfiring,$1.88,267.75%,"$1,704,720",-0.29%,"$32,773,074","17,400,000",UFR
-11.66%,MyWish,$1.83,99.02%,"$605,592",-4.95%,"$32,716,199","17,873,602",WISH
-17.69%,Sequence,$0.721153,23.22%,"$1,747,380",-1.60%,"$32,665,890","45,296,755",SEQ
-17.28%,Steem Dollars,$5.64,-39.13%,"$2,966,180",0.03%,"$32,420,739","5,747,757",SBD
-25.97%,Sprouts,$0.000017,284.99%,"$600,755",1.72%,"$32,385,197","1,932,198,744,920",SPRTS
-2.02%,Clams,$11.42,-2.28%,"$524,202",4.54%,"$32,113,965","2,812,081",CLAM
-3.47%,ALQO,$1.67,80.88%,"$305,872",-12.82%,"$31,929,243","19,081,601",ALQO
0.94%,Gambit,$26.52,12.15%,"$289,437",3.49%,"$31,832,568","1,200,269",GAM
110.02%,NVO,$2.10,70.13%,"$70,393",7.70%,"$31,558,200","15,000,000",NVST
-6.78%,Circuits of V...,$0.031324,10.16%,"$875,712",2.97%,"$31,324,200","1,000,000,000",COVAL
0.15%,Chronobank,$43.83,69.61%,"$645,289",2.01%,"$31,127,156","710,113",TIME
-3.29%,Waves Communi...,$3.08,1.69%,"$129,795",4.68%,"$30,742,161",*,WCT
-4.64%,Aventus,$5.12,7.91%,"$4,715,090",-1.63%,"$30,727,440","6,000,000",AVT
-7.01%,Energycoin,$0.251151,7.53%,"$629,811",0.91%,"$30,525,148","121,541,016",ENRG
6.14%,Hush,$13.53,91.24%,"$686,026",3.25%,"$30,330,934","2,242,500",HUSH
-5.48%,Quantum,$0.385958,-11.74%,"$71,903",6.39%,"$29,599,896","76,692,014",QAU
-2.12%,DAO.Casino,$0.175503,19.46%,"$73,712",-2.07%,"$29,356,531","167,270,821",BET
-12.75%,Swarm City,$3.65,-20.59%,"$758,526",0.76%,"$29,226,807","8,016,899",SWT
13.22%,MyBit Token,$10.39,60.96%,"$57,949",5.06%,"$29,073,960","2,799,476",MYB
-14.06%,GeoCoin,$8.53,-49.84%,"$588,024",3.38%,"$28,822,287","3,379,312",GEO
-11.23%,Primas,$0.558001,-20.67%,"$661,925",0.66%,"$28,569,651","51,200,000",PST
0.89%,BlockCAT,$3.88,32.38%,"$190,569",-1.85%,"$28,535,558","7,360,121",CAT
-15.93%,PinkCoin,$0.074834,20.09%,"$855,315",3.93%,"$28,275,943","377,850,899",PINK
3.53%,SpreadCoin,$2.97,11.82%,"$2,712,200",1.30%,"$27,944,261","9,400,581",SPR
-6.88%,OracleChain,$0.925337,6.78%,"$255,806",2.20%,"$27,760,110","30,000,000",OCT
-29.42%,Vsync,$0.172778,104.25%,"$425,840",3.86%,"$27,651,422","160,040,176",VSX
-1.99%,Bitcrystals,$1.19,21.90%,"$632,444",4.57%,"$27,592,601","23,187,059",BCY
-15.02%,Zoin,$1.72,-29.05%,"$207,698",-3.36%,"$27,545,317","15,974,875",ZOI
2.26%,BitDice,$0.389791,-5.25%,"$77,953",2.96%,"$27,285,370","70,000,000",CSNO
105.78%,Bonpay,$2.40,133.93%,"$353,952",7.91%,"$27,079,561","11,290,301",BON
-5.18%,Internet of P...,$8.09,-24.04%,"$1,777,590",3.89%,"$26,666,870","3,295,367",IOP
-2.19%,bitUSD,$0.924534,-4.99%,"$7,896,110",0.09%,"$26,584,790","28,754,800",BITUSD
-20.64%,FlypMe,$1.49,196.05%,"$315,606",15.20%,"$26,217,783","17,638,681",FYP
-21.81%,Espers,$0.001251,1.05%,"$458,091",-1.96%,"$26,178,622","20,922,477,161",ESP
210.88%,onG.social,$1.92,349.44%,"$210,522",3.68%,"$26,138,316","13,649,037",ONG
-12.05%,bitqy,$0.008689,-19.92%,"$6,061",1.68%,"$25,313,945","2,913,459,826",BQ
-5.47%,Russian Miner...,$16727.70,-11.01%,"$57,803",3.16%,"$25,208,644","1,507",RMC
-7.11%,Bulwark,$12.46,23.93%,"$828,545",2.67%,"$24,928,984","2,000,849",BWK
3.45%,FirstCoin,$13.01,-3.89%,"$194,872",4.11%,"$24,331,984","1,869,936",FRST
-9.64%,ICOS,$41.63,18.29%,"$53,618",-4.34%,"$24,252,336","582,551",ICOS
-1.08%,ArtByte,$0.029939,26.35%,"$766,189",2.76%,"$23,727,931",,ABY
1.03%,Neutron,$0.710016,57.01%,"$108,840",1.50%,"$23,620,962","33,268,211",NTRN
-8.85%,LUXCoin,$28.37,154.69%,"$1,503,860",-3.71%,"$23,509,505","828,584",LUX
-3.15%,OBITS,$1.50,-19.75%,"$49,856",1.83%,"$23,437,916","15,674,600",OBITS
38.21%,ATLANT,$1.77,204.35%,"$623,544",6.19%,"$23,346,139","13,225,026",ATL
14.99%,GoByte,$48.84,15.36%,"$715,258",7.36%,"$23,195,375","474,971",GBX
-4.46%,Curecoin,$0.971127,9.81%,"$239,268",3.91%,"$23,144,429","23,832,546",CURE
18.30%,Breakout,$1.27,148.59%,"$2,063,280",2.13%,"$23,083,079","18,142,083",BRK
-8.84%,Lampix,$0.169178,-8.24%,"$298,158",2.26%,"$22,893,508","135,322,017",PIX
-10.08%,Bitmark,$2.94,-3.89%,"$79,587",4.18%,"$22,880,410","7,771,720",BTM
-4.91%,Wild Crypto,$0.938043,12.63%,"$100,963",7.92%,"$22,863,350","24,373,456",WILD
-10.51%,Vcash,$1.47,1.51%,"$601,041",1.26%,"$22,571,304","15,377,853",XVC
2.28%,Primecoin,$1.02,32.52%,"$432,136",3.17%,"$22,414,675","22,055,393",XPM
2.52%,Unobtanium,$112.93,28.03%,"$46,574",2.42%,"$22,365,506","198,053",UNO
-25.44%,TrueFlip,$3.47,65.85%,"$569,951",-7.46%,"$21,682,952","6,247,267",TFL
-1.25%,CrowdCoin,$31.01,111.83%,"$470,967",4.08%,"$21,649,924","698,051",CRC
11.69%,Atmos,$0.214258,2.76%,"$52,577",5.46%,"$21,503,083","100,360,700",ATMS
-14.57%,Bitzeny,$0.279674,46.98%,"$163,157",3.47%,"$21,147,410","75,614,500",ZNY
25.38%,VeriumReserve,$14.52,110.27%,"$6,596,540",3.79%,"$21,034,704","1,449,040",VRM
-1.13%,Etheroll,$2.99,-9.81%,"$41,595",3.82%,"$20,934,992","7,001,623",DICE
2.27%,LEOcoin,$0.215201,-5.58%,"$13,070",2.21%,"$20,705,870","96,216,422",LEO
22.42%,Creditbit,$1.24,52.70%,"$1,250,390",32.46%,"$20,531,430","16,545,196",CRB
-0.27%,B2B,$1.25,63.41%,"$18,520",0.80%,"$20,506,128","16,440,941",B2B
1.79%,Oxycoin,$0.238911,25.57%,"$70,499",2.96%,"$20,497,173","85,794,181",OXY
-4.49%,Pluton,$24.10,-18.17%,"$46,715",-3.85%,"$20,488,643","850,000",PLU
-24.02%,1337,$0.000832,141.60%,"$263,041",19.59%,"$20,444,762","24,584,791,824",1337
20.00%,Monoeci,$7.12,63.66%,"$247,670",1.11%,"$20,434,788","2,871,656",XMCC
-20.57%,Opus,$0.145642,235.51%,"$323,196",-10.30%,"$20,401,611","140,080,549",OPT
12.18%,Pesetacoin,$0.152350,8.73%,"$551,486",8.66%,"$20,148,863","132,253,774",PTC
-0.37%,DopeCoin,$0.170448,-8.94%,"$487,152",7.63%,"$19,916,035","116,845,228",DOPE
-34.11%,eBoost,$1.64,254.50%,"$20,049,000",-1.85%,"$19,713,360","12,000,000",EBST
51.31%,Crave,$13.19,66.57%,"$409,355",27.09%,"$19,550,381","1,482,100",CRAVE
-11.15%,TransferCoin,$3.05,0.39%,"$959,392",2.93%,"$19,154,785","6,283,327",TX
-11.45%,Qwark,$0.421346,12.34%,"$707,127",4.39%,"$19,153,077","45,456,887",QWARK
2.57%,Sharechain,$0.010944,115.81%,"$98,589",6.04%,"$19,086,071","1,744,023,561",SSS
-13.76%,CVCoin,$1.94,120.63%,"$58,100",1.41%,"$19,056,300","9,837,033",CVCOIN
12.88%,ChainCoin,$1.31,136.78%,"$334,745",-2.30%,"$18,850,973","14,443,198",CHC
-5.87%,Memetic / Pep...,$0.994701,5.73%,"$9,086,160",0.62%,"$18,848,508","18,948,918",MEME
-5.74%,Exchange Union,$9.24,-8.35%,"$1,066,190",1.81%,"$18,489,520","2,000,000",XUC
-19.10%,IntenseCoin,$0.056284,92.01%,"$146,889",3.34%,"$18,441,571","327,649,768",ITNS
7.27%,Xaurum,$0.144551,-0.79%,"$235,887",7.87%,"$18,373,346","127,106,319",XAUR
-9.48%,Sphere,$5.95,-48.93%,"$2,170,930",5.31%,"$18,340,288","3,082,940",SPHR
5.42%,Sumokoin,$6.48,8.12%,"$569,973",3.77%,"$18,322,468","2,827,061",SUMO
27.52%,Blockpool,$0.820933,50.69%,"$170,737",19.82%,"$18,301,790","22,293,890",BPL
1.20%,Bela,$0.460326,-7.82%,"$1,010,310",2.13%,"$18,149,998","39,428,575",BELA
-8.46%,Payfair,$0.237520,141.52%,"$130,642",7.77%,"$18,068,215","76,070,288",PFR
-10.69%,CannabisCoin,$0.230241,-25.36%,"$1,443,520",0.42%,"$17,781,783","77,231,176",CANN
-46.05%,Altcoin,$144.26,302.66%,"$53,506",-10.62%,"$17,769,141","123,175",ALT
8.94%,Tao,$0.540447,24.76%,"$1,848",3.49%,"$17,682,221","32,717,771",XTO
13.66%,Social Send,$0.559516,21.89%,"$669,667",3.26%,"$17,644,679","31,535,611",SEND
9.76%,GoldCoin,$0.428391,20.84%,"$451,311",-0.31%,"$17,458,902","40,754,596",GLD
13.31%,Riecoin,$0.428552,37.27%,"$801,049",1.87%,"$17,386,601","40,570,575",RIC
14.47%,AsiaCoin,$0.013922,72.24%,"$10,686",4.53%,"$17,258,022","1,239,631,202",AC
18.20%,Innova,$12.28,44.66%,"$326,907",11.62%,"$17,001,209","1,384,599",INN
-0.12%,Pirl,$2.23,18.56%,"$375,681",2.11%,"$16,993,015","7,617,180",PIRL
63.30%,Creativecoin,$1.29,81.43%,"$949,276",0.83%,"$16,920,509","13,121,454",CREA
24.21%,Bowhead,$2.09,570.51%,"$111,188",1.54%,"$16,755,840","8,000,000",AHT
-22.39%,Zeitcoin,$0.000450,144.17%,"$66,296",-1.23%,"$16,641,463","36,971,170,816",ZEIT
-22.35%,Dotcoin,$0.059817,112.42%,"$1,190,130",-1.97%,"$16,519,760","276,173,500",DOT
-5.07%,Synergy,$4.95,8.86%,"$105,921",3.52%,"$16,495,960","3,334,653",SNRG
3.55%,Kore,$8.07,20.19%,"$2,853,100",3.63%,"$16,330,777","2,022,465",KORE
-7.83%,BitcoinZ,$0.018421,65.19%,"$250,171",1.50%,"$16,309,389","885,350,111",BTCZ
2.10%,Rupee,$0.708717,118.25%,"$192,902",1.57%,"$16,186,990","22,839,850",RUP
-1.84%,Bitdeal,$0.091537,-19.41%,"$171,216",1.60%,"$16,072,361","175,583,793",BDL
-19.06%,Privatix,$13.56,104.50%,"$90,873",12.94%,"$16,032,954","1,182,668",PRIX
-1.73%,Auroracoin,$1.84,-3.81%,"$378,070",4.79%,"$15,969,418","8,658,139",AUR
0.55%,TrezarCoin,$0.184367,0.41%,"$56,418",2.44%,"$15,926,986","86,387,400",TZC
-10.44%,ELTCOIN,$0.176000,323.17%,"$126,373",23.59%,"$15,840,000","90,000,000",ELTCOIN
11.41%,Breakout Stake,$2.52,29.37%,"$333,784",0.81%,"$15,777,641","6,268,082",BRX
0.44%,Ixcoin,$0.750203,190.43%,"$31,364",42.88%,"$15,753,579","20,999,088",IXC
-4.37%,Universal Cur...,$1.24,-16.06%,"$54,592",3.01%,"$15,602,943","12,630,383",UNIT
-1.78%,The ChampCoin,$0.094251,-5.28%,"$1,820",3.50%,"$15,544,431","164,925,727",TCC
-3.24%,Sexcoin,$0.123602,-36.03%,"$71,399",5.48%,"$15,535,042","125,686,007",SXC
3.84%,Blitzcash,$3.76,9.70%,"$377,112",6.01%,"$15,481,922","4,118,420",BLITZ
-4.08%,Bitcoin Plus,$147.57,-4.37%,"$198,235",3.81%,"$15,477,958","104,884",XBC
8.59%,REX,$1.79,101.84%,"$16,111",4.55%,"$15,459,536","8,660,756",REX
2.72%,AdShares,$0.924964,54.67%,"$242,021",0.03%,"$15,435,682","16,687,873",ADST
0.47%,UFO Coin,$0.004316,31.10%,"$25,027",3.49%,"$15,278,390","3,540,122,512",UFO
-10.40%,Carboncoin,$0.000991,258.59%,"$72,457",15.86%,"$15,256,456","15,392,013,474",CARBON
-29.80%,DCORP,$1.86,102.29%,"$67,947",-12.08%,"$15,052,093","8,094,002",DRP
-8.92%,Hubii Network,$1.14,157.52%,"$24,113",10.95%,"$14,990,441","13,098,723",HBT
-16.82%,HyperStake,$0.013404,-13.61%,"$78,841",3.96%,"$14,811,102","1,104,992,767",HYP
-12.30%,Internxt,$22.95,55.44%,"$93,741",5.77%,"$14,448,972","629,610",INXT
-12.09%,Astro,$4.34,23.56%,"$26,063",2.63%,"$14,371,200","3,313,833",ASTRO
-5.48%,HelloGold,$0.054413,4.71%,"$79,960",4.74%,"$14,312,557","263,034,654",HGT
-5.52%,Farad,$0.107778,-23.56%,"$71,117",2.14%,"$14,228,089","132,012,922",FRD
-31.83%,NobleCoin,$0.006126,235.58%,"$741,392",15.49%,"$14,211,424","2,319,993,924",NOBL
8.92%,EncryptoTel [...,$0.228496,-14.98%,"$5,575",-8.11%,"$14,196,728","62,131,190",ETT
-19.04%,Startcoin,$0.314014,49.10%,"$1,172,330",0.31%,"$14,155,684","45,079,785",START
-23.81%,Royal Kingdom...,$5.24,258.91%,"$583,872",11.61%,"$14,150,619","2,700,000",RKC
-8.58%,Social,$0.846386,73.32%,"$59,701",3.37%,"$14,146,512","16,714,020",SCL
-5.35%,Novacoin,$7.24,-1.42%,"$176,628",1.81%,"$14,124,408","1,951,842",NVC
-5.78%,2GIVE,$0.027146,21.22%,"$333,039",4.10%,"$14,098,236","519,348,546",2GIVE
-2.06%,Ellaism,$3.67,217.85%,"$346,872",24.16%,"$13,877,337",,ELLA
-9.02%,BuzzCoin,$0.001254,53.25%,"$376,518",3.75%,"$13,833,343","11,031,022,268",BUZZ
-7.77%,Indorse Token,$0.295494,3.83%,"$1,330,410",-0.04%,"$13,742,892","46,508,192",IND
-1.76%,DNotes,$0.104671,2.11%,"$27,022",6.08%,"$13,684,425","130,737,501",NOTE
-10.44%,Syndicate,$0.795479,0.59%,"$1,187,050",1.25%,"$13,667,546","17,181,530",SYNX
-4.35%,Pure,$4.45,-15.31%,"$214,903",9.12%,"$13,554,151","3,044,741",PURE
15.01%,HollyWoodCoin,$14.06,-2.75%,"$670,270",3.46%,"$13,376,234","951,605",HWC
-2.21%,vSlice,$0.397301,40.74%,"$10,652",3.19%,"$13,266,077","33,390,496",VSL
-7.19%,Bitcloud,$0.760075,16.00%,"$24,269",5.22%,"$13,182,189","17,343,275",BTDX
7.79%,CHIPS,$0.640267,106.96%,"$2,018",3.81%,"$13,108,321","20,473,210",CHIPS
4.83%,Masternodecoin,$0.277742,-2.33%,"$56,105",4.50%,"$13,000,646","46,808,355",MTNC
-1.45%,APX,$18.22,2.67%,"$94,286",3.20%,"$12,814,523",*,APX
-2.98%,ZrCoin,$3.33,47.67%,"$139,393",12.25%,"$12,696,375",*,ZRC
-2.44%,E-Dinar Coin,$0.014021,12.61%,"$278,995",5.60%,"$12,425,667","886,211,988",EDR
-5.67%,Magnet,$1.29,-8.42%,"$282,092",-7.01%,"$12,397,976","9,575,723",MAG
-17.11%,Qvolta,$1.82,36.45%,"$323,132",-2.98%,"$12,270,297","6,731,528",QVT
-6.17%,ToaCoin,$0.009123,42.36%,"$69,908",-0.30%,"$12,144,612","1,331,155,614",TOA
20.03%,ProCurrency,$0.125684,531.20%,"$1,194,330",3.48%,"$12,124,354","96,466,969",PROC
-18.90%,Quark,$0.046556,77.18%,"$81,862",10.96%,"$11,819,679","253,879,806",QRK
-15.76%,REAL,$1.17,39.77%,"$25,437",12.19%,"$11,801,909","10,055,817",REAL
-17.57%,Embers,$0.233571,132.78%,"$51,729",-9.09%,"$11,678,550","50,000,000",MBRS
-0.30%,NuBits,$1.02,3.33%,"$6,346,850",0.12%,"$11,431,211","11,223,354",USNBT
5.71%,TrustPlus,$0.352363,-0.08%,"$168,664",5.37%,"$11,306,129","32,086,595",TRUST
3.63%,vTorrent,$1.04,30.37%,"$262,322",6.06%,"$11,293,383","10,815,966",VTR
-11.54%,ExclusiveCoin,$2.54,-13.97%,"$493,561",1.76%,"$11,186,135","4,411,128",EXCL
60.25%,Tokes,$9.80,72.80%,"$3,924,460",2.77%,"$11,101,950","1,133,007",TKS
1.44%,PRIZM,$0.849971,-7.54%,"$12,707",2.32%,"$11,021,452","12,966,857",PZM
?,PopularCoin,$0.003202,1028.88%,"$427,752",4.14%,"$10,898,564","3,403,641,942",POP
-5.41%,BitBoost,$2.22,150.12%,"$161,766",-1.71%,"$10,787,614","4,862,878",BBT
0.43%,EuropeCoin,$1.07,-4.94%,"$115,142",2.31%,"$10,652,123","9,978,289",ERC
-1.60%,Eroscoin,$0.091946,-1.68%,"$344,946",3.24%,"$10,550,217","114,744,000",ERO
-6.27%,Dynamic,$5.42,-23.43%,"$1,867,160",2.88%,"$10,225,330","1,887,926",DYN
-5.95%,Project Decorum,$0.203816,-9.87%,"$98,839",2.02%,"$10,190,800","50,000,000",PDC
-4.60%,CampusCoin,$0.030516,305.91%,"$678,905",1.08%,"$9,856,288","322,987,547",CMPCO
-7.38%,Magi,$1.27,-18.02%,"$433,482",4.83%,"$9,823,953","7,746,009",XMG
15.62%,DraftCoin,$3.51,65.71%,"$90,360",3.27%,"$9,823,310","2,796,186",DFT
3.65%,bitJob,$0.202003,138.72%,"$93,906",3.12%,"$9,664,630","47,843,991",STU
16.51%,DigiPulse,$6.88,58.39%,"$23,923",12.80%,"$9,651,744","1,402,641",DGPT
-0.88%,EverGreenCoin,$0.717818,14.86%,"$221,719",5.49%,"$9,562,269","13,321,301",EGC
6.19%,VIVO,$9.19,3.67%,"$141,622",3.79%,"$9,544,055","1,038,387",VIVO
-14.86%,Linx,$0.629606,15.52%,"$263,304",2.24%,"$9,412,106","14,949,200",LINX
-8.33%,ParkByte,$1.95,44.65%,"$459,117",3.25%,"$9,285,421","4,764,026",PKB
1.37%,XGOX,$0.008797,152.84%,"$152,135",5.44%,"$9,279,324","1,054,871,355",XGOX
425.14%,IncaKoin,$0.000771,68.99%,$581,115.00%,"$9,274,582","12,031,146,762",NKA
-17.50%,Anoncoin,$4.39,-7.62%,"$32,037",3.50%,"$9,254,562","2,110,317",ANC
8.51%,WorldCoin,$0.078097,49.50%,"$45,689",-1.47%,"$9,201,117","117,816,668",WDC
-10.20%,Moin,$1.25,194.90%,"$436,842",1.10%,"$9,165,717","7,357,944",MOIN
-16.78%,EquiTrader,$0.906282,11.06%,"$169,138",0.37%,"$9,086,193","10,025,790",EQT
-19.25%,PutinCoin,$0.028008,-9.82%,"$43,307",3.81%,"$8,855,731","316,191,398",PUT
85.46%,Rustbits,$0.247462,?,"$26,744",7.69%,"$8,735,623","35,300,866",RUSTBITS
-6.68%,Zephyr,$0.069267,-30.00%,"$91,305",-0.66%,"$8,727,049","125,990,535",ZEPH
-14.12%,FORCE,$0.080539,1.48%,"$14,514",15.18%,"$8,607,016","106,867,411",FOR
-19.45%,Condensate,$0.085653,34.91%,"$333,408",0.45%,"$8,559,874","99,936,772",RAIN
